,year,selling_price,km_driven,fuel,seller_type,transmission,mileage,engine,max_power,seats
34,2017,1050000,50000,Diesel,Individual,Manual,25.0,1498.0,97.0,5.0
35,2017,925000,69000,Diesel,Dealer,Manual,25.0,1498.0,97.0,5.0
36,2017,795000,41000,Petrol,Dealer,Automatic,18.0,1497.0,117.0,5.0
37,2017,1150000,6825,Petrol,Individual,Automatic,18.0,1497.0,117.0,5.0
38,2017,1100000,20000,Petrol,Individual,Automatic,18.0,1497.0,117.0,5.0
39,2017,1025000,68140,Petrol,Dealer,Automatic,18.0,1497.0,117.0,5.0
40,2017,950000,35000,Petrol,Individual,Manual,17.0,1497.0,117.0,5.0
41,2017,850000,40000,Petrol,Individual,Manual,17.0,1497.0,117.0,5.0
42,2017,875000,18000,Petrol,Dealer,Automatic,15.0,1497.0,116.0,5.0
43,2017,925000,18000,Petrol,Dealer,Automatic,15.0,1497.0,116.0,5.0
44,2017,1750000,73000,Petrol,Dealer,Automatic,12.0,2354.0,187.0,5.0
45,2017,1825000,58000,Petrol,Dealer,Automatic,12.0,2354.0,187.0,5.0
46,2017,1650000,52000,Petrol,Dealer,Automatic,12.0,2354.0,187.0,5.0
47,2017,1650000,52000,Petrol,Dealer,Automatic,12.0,2354.0,187.0,5.0
48,2017,615000,40000,Petrol,Individual,Automatic,19.0,1199.0,88.0,5.0
49,2017,650000,25000,Petrol,Individual,Manual,18.0,1199.0,88.0,5.0
50,2017,670000,50000,Diesel,Individual,Manual,27.0,1498.0,98.0,5.0
51,2017,725000,6550,Petrol,Individual,Automatic,18.0,1199.0,88.0,5.0
52,2017,725000,6550,Petrol,Individual,Automatic,18.0,1199.0,88.0,5.0
53,2017,525000,37151,Diesel,Dealer,Manual,27.0,1498.0,98.0,5.0
54,2017,600000,70000,Petrol,Individual,Manual,17.0,1497.0,117.0,7.0
55,2018,635000,40000,Petrol,Individual,Manual,17.0,1198.0,86.0,5.0
56,2018,750000,15000,Petrol,Individual,Automatic,18.0,1199.0,88.0,5.0
57,2018,700000,43000,Diesel,Individual,Manual,27.0,1498.0,98.0,5.0
58,2018,585000,15000,Petrol,Individual,Manual,17.0,1198.0,86.0,5.0
59,2018,560000,50000,Diesel,Individual,Manual,25.0,1498.0,98.0,5.0
60,2018,600000,20000,Petrol,Individual,Manual,19.0,1199.0,88.0,5.0
61,2018,670000,93000,Diesel,Individual,Manual,27.0,1498.0,98.0,5.0
62,2018,825000,40000,Diesel,Individual,Manual,25.0,1498.0,98.0,5.0
63,2018,675000,40000,Diesel,Individual,Manual,25.0,1498.0,98.0,5.0
64,2018,925000,28900,Petrol,Dealer,Manual,17.0,1497.0,117.0,5.0
65,2018,1031000,60000,Diesel,Individual,Manual,25.0,1498.0,97.0,5.0
66,2018,1085000,1000,Petrol,Individual,Automatic,18.0,1497.0,117.0,5.0
67,2018,949000,10200,Petrol,Individual,Manual,17.0,1497.0,117.0,5.0
68,2018,1180000,5500,Petrol,Individual,Manual,17.0,1497.0,117.0,5.0
69,2018,680000,8576,Petrol,Dealer,Manual,18.0,1199.0,88.0,5.0
70,2018,680000,8576,Petrol,Dealer,Manual,18.0,1199.0,88.0,5.0
71,2018,675000,24265,Petrol,Dealer,Manual,18.0,1199.0,88.0,5.0
72,2018,650000,47725,Diesel,Dealer,Manual,27.0,1498.0,98.0,5.0
73,2018,600000,20000,Petrol,Individual,Manual,18.0,1199.0,88.0,5.0
74,2018,860000,40000,Petrol,Individual,Automatic,18.0,1199.0,88.0,5.0
75,2019,700000,40000,Diesel,Individual,Automatic,23.0,1498.0,78.0,5.0
76,2019,700000,40000,Diesel,Individual,Automatic,23.0,1498.0,78.0,5.0
77,2019,680000,15000,Petrol,Individual,Automatic,19.0,1199.0,88.0,5.0
78,2019,690000,1303,Petrol,Dealer,Manual,17.0,1198.0,86.0,5.0
79,2019,670000,5000,Petrol,Individual,Manual,19.0,1199.0,88.0,5.0
80,2019,640000,6000,Petrol,Individual,Manual,19.0,1199.0,88.0,5.0
81,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,19.0,1199.0,88.0,5.0
82,2019,700000,4500,Petrol,Individual,Manual,19.0,1199.0,88.0,5.0
83,2019,800000,10000,Diesel,Individual,Manual,27.0,1498.0,98.0,5.0
84,2019,670000,20000,Petrol,Individual,Manual,19.0,1199.0,88.0,5.0
85,2019,1100000,50000,Diesel,Individual,Manual,21.0,1498.0,98.0,7.0
86,2019,1200000,40000,Diesel,Individual,Manual,25.0,1498.0,97.0,5.0
87,2019,1110000,10500,Diesel,Individual,Manual,25.0,1498.0,97.0,5.0
88,2019,1227000,5000,Petrol,Individual,Automatic,18.0,1497.0,117.0,5.0
89,2019,1227000,5000,Petrol,Individual,Automatic,18.0,1497.0,117.0,5.0
90,2019,1300000,20000,Petrol,Individual,Automatic,17.0,1497.0,117.0,5.0
91,2019,2000000,24857,Petrol,Dealer,Automatic,16.0,1799.0,139.0,5.0
92,2019,840000,1500,Petrol,Individual,Automatic,18.0,1199.0,88.0,5.0
93,2019,750000,3100,Petrol,Individual,Automatic,18.0,1199.0,88.0,5.0
94,2019,840000,1500,Petrol,Individual,Automatic,18.0,1199.0,88.0,5.0
